user_id,car_id,rating,persona
0,566,2.2489308651973863,Luxury_Boss
0,8346,2.3745418716709237,Luxury_Boss
0,9743,3.1814175121233674,Luxury_Boss
0,2443,3.9719019434010745,Luxury_Boss
0,4063,1.8312521660842493,Luxury_Boss
0,9412,3.1190041548907494,Luxury_Boss
0,8928,2.0348501912257473,Luxury_Boss
0,5153,2.0684294386177005,Luxury_Boss
0,4341,1.5181110949684462,Luxury_Boss
0,190,2.063034283990158,Luxury_Boss
0,6198,4.072564110846004,Luxury_Boss
0,2119,1.7020983043274143,Luxury_Boss
0,4458,3.9666166046822804,Luxury_Boss
0,5746,1.7207485875731219,Luxury_Boss
0,8010,1.561099494087268,Luxury_Boss
0,9734,1.6664552231544643,Luxury_Boss
0,3350,2.006699190462837,Luxury_Boss
1,5709,3.4060832720856675,Budget_Student
1,6561,3.7776288646306337,Budget_Student
1,4629,1.1065358381719257,Budget_Student
1,7370,3.9510657611306046,Budget_Student
1,5285,2.684890590001148,Budget_Student
1,5390,3.203716103041118,Budget_Student
1,219,5.0,Budget_Student
1,906,4.613280252553826,Budget_Student
1,145,2.6367233807170765,Budget_Student
1,552,1.546476694633081,Budget_Student
1,1444,1.0831306128017668,Budget_Student
1,1926,3.154929579573076,Budget_Student
1,10050,3.6159339110980735,Budget_Student
1,2613,4.931224616294876,Budget_Student
1,2943,3.356273280159043,Budget_Student
1,4458,1.8375682542026635,Budget_Student
1,3151,1.9134604042611367,Budget_Student
1,6253,3.474750323522697,Budget_Student
1,4466,5.0,Budget_Student
1,5646,4.925234854149958,Budget_Student
2,684,2.407688145824417,Luxury_Boss
2,4352,2.196347688414209,Luxury_Boss
2,9459,1.6009600252948064,Luxury_Boss
2,4165,1.981907213930338,Luxury_Boss
2,4156,2.9355755798823333,Luxury_Boss
2,10087,3.5392483551617033,Luxury_Boss
2,8158,1.6201283459044062,Luxury_Boss
2,2370,2.4547009414579155,Luxury_Boss
2,9645,2.3418646671307233,Luxury_Boss
2,1532,1.698847842284195,Luxury_Boss
2,7850,2.3863527772991393,Luxury_Boss
2,9424,2.3819347160155324,Luxury_Boss
2,2987,2.2681800522849516,Luxury_Boss
2,5848,2.177038795593452,Luxury_Boss
2,3138,3.9601167141701015,Luxury_Boss
3,1530,3.188520929752687,Speed_Racer
3,5955,2.6221746316011156,Speed_Racer
3,7465,4.877716273452089,Speed_Racer
3,4436,2.0335504890440665,Speed_Racer
3,7382,2.8768441812750076,Speed_Racer
3,2309,2.4719050903692237,Speed_Racer
3,2818,2.557419249807719,Speed_Racer
3,10182,2.9344818543313496,Speed_Racer
3,5613,3.091238412107354,Speed_Racer
3,1382,1.9522537201256633,Speed_Racer
3,9980,3.1438574376428123,Speed_Racer
3,10281,2.5418144187592677,Speed_Racer
3,7109,3.1756193974414026,Speed_Racer
3,6183,4.019147397760078,Speed_Racer
3,1165,2.0458818377999766,Speed_Racer
3,1402,2.989545894790778,Speed_Racer
3,929,2.447262969901594,Speed_Racer
3,7972,2.0830989194515874,Speed_Racer
3,6674,2.7279218575667463,Speed_Racer
4,7325,3.070749200514504,Eco_Warrior
4,1477,2.565580480381396,Eco_Warrior
4,3835,1.2490693194427673,Eco_Warrior
4,5231,1.3651986113866479,Eco_Warrior
4,3697,2.694383266408099,Eco_Warrior
4,8029,3.1883624464690605,Eco_Warrior
4,7588,3.369098844344839,Eco_Warrior
4,6877,2.5312711830101646,Eco_Warrior
4,9351,3.4489878426365825,Eco_Warrior
4,7166,2.209991917599133,Eco_Warrior
4,2245,2.534758897192978,Eco_Warrior
4,9707,1.0990905829830229,Eco_Warrior
4,1454,3.0891983177081785,Eco_Warrior
4,1556,1.0,Eco_Warrior
4,2753,2.158516889913385,Eco_Warrior
4,5262,2.6521440336318203,Eco_Warrior
4,1486,2.6690523406742823,Eco_Warrior
5,6470,4.756687904587236,Family_Man
5,2488,4.118509630659166,Family_Man
5,2249,4.39671814636314,Family_Man
5,2891,5.0,Family_Man
5,401,5.0,Family_Man
5,1152,4.688504390088109,Family_Man
5,1713,3.548734955619857,Family_Man
5,4011,3.2014447565659117,Family_Man
5,4320,3.849829995223132,Family_Man
5,1275,5.0,Family_Man
5,8378,3.392302169244827,Family_Man
5,6699,4.376504475175215,Family_Man
5,1174,2.621656372489583,Family_Man
5,3107,2.6651127145873104,Family_Man
5,5498,4.598828314969022,Family_Man
5,8613,4.618061269301502,Family_Man
5,9670,5.0,Family_Man
5,429,4.324263292555438,Family_Man
6,5377,3.68363454244409,Family_Man
6,7965,4.5884497297878175,Family_Man
6,1606,3.0323071955953194,Family_Man
6,1487,5.0,Family_Man
6,9928,4.910035065510987,Family_Man
6,8914,4.477444173181121,Family_Man
6,6300,5.0,Family_Man
6,4843,2.6341444860213055,Family_Man
6,8836,5.0,Family_Man
6,295,5.0,Family_Man
6,7116,5.0,Family_Man
6,8534,5.0,Family_Man
6,7566,2.502941481996608,Family_Man
6,4148,5.0,Family_Man
6,1731,5.0,Family_Man
6,6515,5.0,Family_Man
6,6043,5.0,Family_Man
6,9475,4.283139644908865,Family_Man
6,2849,4.035442688869053,Family_Man
6,5675,4.697623231153159,Family_Man
7,10170,2.948297557798134,Budget_Student
7,1799,3.8856702018699822,Budget_Student
7,1879,4.2262281117597,Budget_Student
7,4246,3.8109444486743858,Budget_Student
7,8435,4.926364204607217,Budget_Student
7,4484,3.9380144759916202,Budget_Student
7,8535,1.2839188874849046,Budget_Student
7,7342,3.6585252026443813,Budget_Student
7,2826,2.9429106831383427,Budget_Student
7,7438,3.1927927053365335,Budget_Student
